lemma,pos1,anxiety
institutionalized,a,0.4569421529
non-productive,a,0.4569617264
wonder,n,0.4570038146
placate,v,0.4571354946
chase,v,0.4572105814
exhaustion,n,0.4573015337
overload,v,0.4573118749
helpless,a,0.457350617
fa,n,0.4575002068
resistant,a,0.4577724873
erratic,a,0.4578046631
unplanned,a,0.4578216976
spoil,v,0.4579481578
orphan,v,0.4579738774
subtlety,n,0.4580187001
accidentally,r,0.4580827526
frivolously,r,0.4582292642
cognitive,a,0.4582935116
damage,v,0.4584373547
addict,v,0.4584544365
undeveloped,a,0.4587014769
bludgeon,v,0.4588084812
illegality,n,0.4588194132
adolescent,a,0.4591601385
dramatically,r,0.4594017793
bash,v,0.4597497938
often,r,0.4598467128
wolf,n,0.4598512155
hyperbole,n,0.4598649835
oblivious,a,0.4600061023
mean,a,0.460192019
demographic,n,0.4604141702
downsize,v,0.4604503873
puzzling,a,0.46063781
baseball,n,0.4606791336
looting,n,0.4607031429
musing,n,0.4607091646
disillusion,v,0.4609012007
schoolyard,n,0.4609383474
unconscionable,a,0.4610039373
reticence,n,0.4611272429
glut,n,0.4612287848
abhor,v,0.4613293228
fait,n,0.4614129709
galling,a,0.461487188
enormous,a,0.4615122619
anaphylaxi,n,0.4615281009
unknowingly,r,0.4616014772
vagary,n,0.4616320762
gloss,v,0.4616893925
occur,v,0.4616942579
suburb,n,0.4617003894
ankle,n,0.4618183276
hideous,a,0.4619189955
sleep,n,0.4619376798
depressing,a,0.4621855428
misinformation,n,0.4623133927
uptake,n,0.4623526842
spectacle,n,0.4625661397
apathy,n,0.4625835678
exploitive,a,0.4628069254
concentration,n,0.4632192381
thorny,a,0.4632423914
sly,a,0.4634441298
outrageously,r,0.4635698767
distraction,n,0.4636234959
peasant,n,0.4636500283
dump,n,0.4636928833
curb,n,0.4637509181
mentality,n,0.4638283446
vicious,a,0.4638382744
murky,a,0.4638514641
gambler,n,0.4639826433
depress,v,0.4639850644
weep,v,0.4640006108
oppressive,a,0.464003205
bungling,n,0.4640568275
changeover,n,0.4641233661
induce,v,0.4641908279
beast,n,0.4643932796
howl,n,0.4644050473
unregulated,a,0.4644815282
spit,v,0.4645394592
intentional,a,0.4654220609
caseload,n,0.4655128346
intolerant,a,0.4655579534
succumb,v,0.4655778425
travail,n,0.4655925647
infectious,a,0.4656361072
sink,v,0.4657923215
affiliate,v,0.4659859912
warm,v,0.4659866533
trouble,n,0.466028523
disengage,v,0.4660716585
react,v,0.4661182322
airborne,a,0.4661875101
inequity,n,0.4663228655
imaginable,a,0.4667007423
oxide,n,0.4670729097
unjust,a,0.4672443984
psychologically,r,0.4673098705
fax,n,0.4673845068
jargon,n,0.4677364921
headline,n,0.4677742142
contagious,a,0.4677884618
pig,n,0.4680689693
iceberg,n,0.4681448145
shortage,n,0.4681997565
trepidation,n,0.4682322293
exportation,n,0.4683348549
aversion,n,0.4683694346
swamp,v,0.4686365994
situation,n,0.4687986484
unexpected,a,0.4688268482
rot,n,0.4688636166
irritate,v,0.4691194806
evict,v,0.4692083325
confuse,v,0.4694887997
frail,a,0.4694982142
manipulative,a,0.4695849323
knuckle,n,0.4695946159
resentment,n,0.4698863107
unpleasant,a,0.4699098898
preventable,a,0.470069093
lifespan,n,0.4702162916
sedimentary,a,0.4702866977
unforgivable,a,0.4702935047
thirty,n,0.4702989547
prospect,n,0.4704271372
unavoidable,a,0.4705400411
taint,n,0.4706407413
jig,n,0.4707730654
dwindle,v,0.4709672339
busy,a,0.4709741905
retreat,v,0.4711609153
overdose,n,0.4717548211
holler,v,0.471828119
sophistication,n,0.4719504785
deep-rooted,a,0.4722111111
precursor,n,0.4723284014
barricade,n,0.4724382761
time-consuming,a,0.4724799228
sickness,n,0.4726016031
repress,v,0.4726281396
rise,n,0.4726482143
nitrogen,n,0.4727565144
insurgency,n,0.4729390837
gambling,n,0.4730162571
crank,v,0.4730294669
anthrax,n,0.4730928519
slum,n,0.4731872553
howl,v,0.4732257496
collapse,n,0.4732955101
anti-semitism,a,0.4734901883
dynamics,n,0.4738708473
sometimes,r,0.4739204838
sore,a,0.4739384759
rat,n,0.4739881472
foreclosure,n,0.4741414432
molest,v,0.4741613258
sabotage,n,0.4745564188
radically,r,0.4746146867
warn,v,0.4747238775
proliferate,v,0.4748623502
cry,v,0.4749143578
hydrocarbon,n,0.4749519997
foul,a,0.4751160438
appal,v,0.4751417215
ecstasy,n,0.4753445017
technicality,n,0.4754596313
invade,v,0.4755956906
cocaine,n,0.4756581676
inhumane,n,0.4756743579
doctor,v,0.4758175563
unattended,a,0.4758364231
avert,v,0.4758808788
resort,v,0.4761409254
distortion,n,0.4762381852
polluted,a,0.4762944696
osteoporosis,n,0.4763256776
court,v,0.476458396
untold,a,0.4769279991
bully,n,0.4769989116
risk,v,0.4771859119
aspersion,n,0.4772192694
alien,a,0.4772200493
density,n,0.4773456627
implication,n,0.4774904109
technologist,n,0.4775238285
ash,n,0.4780160564
non-existent,a,0.4780688242
cutback,n,0.4781824885
revulsion,n,0.4785184125
sideline,v,0.4786945237
exaggerated,a,0.478759939
inevitability,n,0.4788701916
glee,n,0.4788771085
drama,n,0.4789330497
bombard,v,0.4789690758
racist,a,0.4790502947
relish,v,0.479259605
dump,v,0.4794604783
homogeneous,a,0.479485423
tangled,a,0.4797796435
arise,v,0.4798758163
metropolitan,a,0.479921395
under-representation,n,0.4800670877
strike,n,0.4801424641
obstruction,n,0.480242587
fire,n,0.4804599017
fear-mongering,n,0.480896319
fate,n,0.4809037017
stunt,n,0.4809409037
impoverished,a,0.4810499568
tick,n,0.4811922703
hollow,v,0.4812512172
scarcity,n,0.4822022063
flax,n,0.4822246472
harass,v,0.4823634748
antic,n,0.4824614008
unlawfully,r,0.4825975455
buildup,n,0.4830386021
laugh,v,0.4830566488
exterminate,v,0.4830824365
misunderstand,v,0.4831695038
bomb,v,0.4831753186
unreported,a,0.4832690846
interference,n,0.4834753654
prostitution,n,0.4838651906
tortured,a,0.4838969651
runoff,n,0.4839947051
sticky,a,0.4840027117
scurry,v,0.4840802031
embedded,a,0.4841587915
wire,n,0.4842582115
thrill,n,0.4842593333
downgrade,v,0.4844793181
congestion,n,0.484879074
unexplained,a,0.4849221762
blackout,n,0.484949208
tce,n,0.4849765984
confusing,a,0.4850546454
infiltrate,v,0.4853131752
humiliate,v,0.4853876161
chemical,n,0.4855554538
rumour,n,0.4855651459
southeastern,a,0.4858237975
kilometer,n,0.4858957904
difficulty,n,0.4860129212
sexism,n,0.4860606501
alleviate,v,0.4862357462
pusher,n,0.4863659302
dramatic,a,0.4864203536
crazy,a,0.4864567761
puzzle,v,0.4864876894
trivial,a,0.4865468029
maze,n,0.4867354423
tirade,n,0.4867707458
op,n,0.4869158637
counter-productive,a,0.4872862808
mortality,n,0.4874846774
receivership,n,0.4875839761
rife,a,0.4877077647
circus,n,0.4877739165
defeatist,a,0.4878429403
ignorant,a,0.4878899457
complexity,n,0.4883525908
scramble,v,0.4885006542
insolvent,a,0.4886547653
knee-jerk,a,0.4886942576
paradise,n,0.4889480332
trek,n,0.4892495665
flu,n,0.489298766
alarmingly,r,0.4896384491
conglomerate,n,0.4897308908
accompli,n,0.4898102225
euphemistically,r,0.4898443882
devastate,v,0.4898536457
smoking,n,0.4900066449
ill,a,0.4901869998
sinister,a,0.4902535481
prey,v,0.4902928577
fingernail,n,0.4903396381
adrift,n,0.4903736871
untenable,a,0.4903798108
overfish,v,0.490485737
inflame,v,0.4905395858
socialize,v,0.4906044589
recrimination,n,0.4906313424
railroad,v,0.4907365615
underfund,v,0.4909472055
rush,n,0.4909945044
cradle,n,0.4911907179
attitudinal,a,0.4912355868
apportion,v,0.4912518925
borderline,a,0.49143557
displeased,a,0.4914689444
amplify,v,0.4914998502
rage,n,0.491611978
disengagement,n,0.491800662
inefficiency,n,0.4918694224
left-wing,a,0.4918702954
ill,r,0.4918912147
glitch,n,0.4922703653
lyme,n,0.492346788
reel,v,0.4923720426
forty,n,0.4923936763
quagmire,n,0.4924413446
rift,n,0.4926569896
reactionary,a,0.4927923209
dropout,n,0.4929086407
ripple,n,0.4931480521
problematic,a,0.4934098684
unfairness,n,0.4934613699
racer,n,0.4938665348
illogical,a,0.4940397699
albatross,n,0.4941847074
brazen,v,0.4943073463
horror,n,0.4944071545
wet,a,0.4944117296
sinker,n,0.4947195414
worse,a,0.4947490674
abstract,a,0.4949269395
flood,v,0.4950856574
violent,a,0.4952346232
indebtedness,n,0.4952801776
consequence,n,0.4953496444
neurological,a,0.4953712012
hop,v,0.4954196476
probe,v,0.4963610244
molestation,n,0.4969438594
grossly,r,0.4969747583
slightest,a,0.4970132129
twist,n,0.4971536191
wave,n,0.4975548743
bombardment,n,0.4977190837
whine,v,0.497940332
delusion,n,0.4979567007
hopelessly,r,0.4980842187
bloody,a,0.4981380184
criminality,n,0.4981569597
tribulation,n,0.4981627805
disable,v,0.4982092349
illustrative,a,0.4983976356
break-in,n,0.4984317839
petty,a,0.4985958815
counteract,v,0.4986578608
complicit,n,0.4987214438
tactic,n,0.4988959595
carelessness,n,0.4990136168
ambulance,n,0.4992055073
autistic,a,0.499411439
noise,n,0.4995027551
intimidation,n,0.4996205776
superannuate,n,0.4997926221
overwhelm,v,0.4998155486
urbanization,n,0.499907672
optics,n,0.5003913328
snake,n,0.500514955
obscene,a,0.5005518599
stave,v,0.5005956596
personality,n,0.5007190917
disproportionate,a,0.5007710986
strain,v,0.5012255916
wake-up,a,0.5012588632
mafia,n,0.5013294922
violence,n,0.5014155791
unwise,a,0.5015276138
incurable,a,0.5020468247
allergy,n,0.5022446045
query,v,0.5022898228
weed,n,0.5023265792
daunting,a,0.5023284801
ire,n,0.5023514609
mitigate,v,0.5025405695
unbalanced,a,0.5025771842
horrify,v,0.502688837
inhale,v,0.502910301
incense,v,0.5030564566
perversion,n,0.5031575761
prevalence,n,0.5032520621
bickering,n,0.5033064721
liken,v,0.5034142461
hypothetical,a,0.5036339987
careless,a,0.503785706
graphically,r,0.5038064977
bug,n,0.504064006
perplex,v,0.5041152872
plight,n,0.5045338906
ill,n,0.5047091623
infertility,n,0.5050213231
imputation,n,0.5051746313
untimely,a,0.505241897
demise,n,0.5053572295
stereotype,n,0.5054907647
vastness,n,0.5059081899
bully,v,0.5059953552
impatient,a,0.5060344047
rash,n,0.5060913987
thyroid,n,0.5062024185
axis,n,0.5062245463
envious,a,0.5062866901
persist,v,0.5062928535
plunge,n,0.5065725708
fishy,a,0.5066981088
physician-assisted,a,0.5070653911
assimilation,n,0.5072016034
turbulence,n,0.5074083201
degenerative,a,0.5074613565
qualm,n,0.5075472277
cough,v,0.5076629057
victimize,v,0.5078042248
unduly,r,0.5079108127
outbreak,n,0.5081199051
layoff,n,0.5081706158
crass,a,0.5082803987
cynicism,n,0.508406801
blindness,n,0.5084298676
unkind,a,0.508560604
improvise,v,0.5086393719
masquerade,v,0.5091035758
whale,n,0.5093411093
rebel,n,0.5094220786
nub,n,0.5096165309
off-load,v,0.5096721507
disorder,n,0.5098492812
painting,n,0.5100320063
undetected,a,0.5100831222
extreme,n,0.5102478764
placard,n,0.5102642947
shopkeeper,n,0.5103452452
awesome,a,0.510432673
pandemic,n,0.5105543467
blackmail,v,0.510676284
lure,n,0.5107157518
persecution,n,0.5107654216
download,v,0.5108348842
downsizing,n,0.5108648727
rigidity,n,0.5108950658
radical,n,0.5109255228
preoccupation,n,0.5110832734
heart-wrenching,a,0.5111164274
immediacy,n,0.5112314515
self-defeating,a,0.5115040532
infiltration,n,0.5115129235
sinking,n,0.5117105126
horrifying,a,0.5118082312
inevitable,a,0.511874951
disproportionately,r,0.5118922714
sudden,a,0.5122992791
skin,n,0.5123877272
abitibibowater,n,0.512469926
sharply,r,0.512471183
espionage,n,0.5127418549
vile,a,0.5128162999
knot,n,0.5135881984
epic,n,0.514127109
ominous,a,0.5143425899
monstrous,a,0.5145054066
intoxication,n,0.5146742561
never-ending,a,0.5148807415
cocktail,n,0.5151271392
heated,a,0.5151728292
gaze,v,0.5154715777
activism,n,0.5154993515
ravage,v,0.5159324753
intemperate,a,0.5159412407
strained,a,0.5159499274
propensity,n,0.5160246828
deeply,r,0.5161436821
staggering,a,0.5162450177
jeopardy,n,0.5166881397
wrath,n,0.5172792259
rant,n,0.5174882212
stagger,v,0.5175199278
bum,n,0.5176065533
lockout,n,0.5176196955
prejudice,n,0.5179146667
handicap,n,0.5180070273
blind,v,0.5187447827
speculation,n,0.5189775293
deposition,n,0.5191774307
post-traumatic,a,0.5192254001
bee,n,0.5194781625
ridicule,v,0.5195084979
incest,n,0.5196603629
malfeasance,n,0.5200650588
destabilize,v,0.5200960278
scourge,n,0.5201185745
behavioural,a,0.5201534657
headlong,r,0.5202274583
jump,n,0.5202485841
desperation,n,0.5206032508
delinquency,n,0.520676129
absurdity,n,0.5207179103
excite,v,0.5207369007
unhappily,r,0.5209105996
straitjacket,n,0.5209689418
syndicate,n,0.5210514882
irritated,a,0.5210756849
manslaughter,n,0.5212794736
chemical,a,0.5218001606
québécois,n,0.5220124785
bodily,a,0.5221959718
intimidate,v,0.5224264184
unsettled,a,0.5225609085
narrow-minded,a,0.5226723603
disillusionment,n,0.5231137583
uninformed,a,0.523213769
truck,v,0.5232670128
parasite,n,0.5234050453
lag,n,0.5236656341
perceive,v,0.5241068718
disruptive,a,0.524314524
needless,a,0.5244186401
trench,n,0.5247150101
oppression,n,0.5247366965
spread,v,0.5247682634
southwestern,a,0.5251628053
kettle,n,0.5251679492
demagogue,n,0.5252204513
interrelationship,n,0.5252274551
bang,v,0.5254551889
rationing,n,0.5259021032
pernicious,a,0.5262235991
cadmium,n,0.5262315313
viciously,r,0.5263435931
seduce,v,0.5264470479
attributable,a,0.5267217917
deflect,v,0.5270048988
unanticipated,a,0.5271155138
divisive,a,0.5274857449
flee,v,0.5275232181
bystander,n,0.5275862821
mistreat,v,0.5276645399
misapprehension,n,0.5278962402
irreversible,a,0.5280126501
filibustering,n,0.5283410014
monopolistic,a,0.5285954461
vegetation,n,0.528942544
dishearten,v,0.5290070354
leakage,n,0.5290850606
undervalue,v,0.529247363
misconception,n,0.5292547187
injury,n,0.5292961987
orchestrate,v,0.5294152367
onset,n,0.5294597207
intensely,r,0.5295006223
pervade,v,0.5297284443
powerless,a,0.5297321449
drown,v,0.5302038762
exaggeration,n,0.5303519573
ward,n,0.5304566816
breakup,n,0.5305342706
cut-back,n,0.530556717
chuckle,v,0.5307141871
convergence,n,0.5311396724
gridlock,n,0.5311422868
worst,a,0.5313927739
unwittingly,r,0.5315326764
grapple,v,0.5315509467
setback,n,0.5319027582
doorstep,n,0.5320272865
grind,v,0.5320663364
wreak,v,0.5322682239
psychological,a,0.532415504
anomaly,n,0.5328393682
misinterpretation,n,0.5329650472
generalization,n,0.5334772623
outrage,n,0.5337339302
keenly,r,0.5338728262
build-up,n,0.5342719749
brutality,n,0.5346594763
complain,v,0.5348341596
prolong,v,0.5350255536
censorship,n,0.5352110836
explosive,a,0.5352823402
incalculable,a,0.5353902078
stimulant,n,0.5356164136
pandemic,a,0.5357939982
intense,a,0.5358632938
incite,v,0.5361606342
unproductive,a,0.536283047
mischief,n,0.5362941151
duplicitous,a,0.5365278729
collision,n,0.5367214372
excessive,a,0.5367729585
wedge,n,0.5367993328
paradoxical,a,0.5368154374
disinformation,n,0.5368667521
overcapacity,n,0.5371514224
suicide,n,0.5374665282
shutdown,n,0.5375377867
darker,a,0.5377481636
embarrass,v,0.5382394523
extortion,n,0.5382419328
stone,v,0.5382513029
toxic,a,0.5386219061
drastically,r,0.5386995304
verge,n,0.5387987467
forerunner,n,0.5389414659
squabble,n,0.538946552
disillusioned,a,0.5392665188
foolishness,n,0.5396157508
tempo,n,0.5399250368
disconnect,v,0.5399831568
environmentalist,n,0.5400773854
tempting,a,0.54008302
ensue,v,0.5401175509
precipitation,n,0.5402233609
mismatch,n,0.5403883285
ruin,v,0.5405113864
nicotine,n,0.5405118363
brewing,n,0.5409863148
afflict,v,0.5410834414
clash,n,0.5415823679
doping,n,0.5425140548
disease,n,0.5429949068
antagonism,n,0.5429955156
accident,n,0.5432587081
misinform,v,0.5435680883
snc-lavalin,n,0.5438956864
paralyse,v,0.5440925744
chill,n,0.5444880178
increasingly,r,0.5445515639
frequency,n,0.5446492986
obsess,v,0.5446648042
squirm,v,0.5448296236
bacterium,n,0.5449307275
infection,n,0.5453401752
misnomer,n,0.5454517527
weakened,a,0.5454846178
fearmonger,n,0.5455090855
compound,n,0.5456095253
derelict,a,0.5457211282
redundancy,n,0.5457461332
castigate,v,0.5460263419
cloud,v,0.5460810976
poisonous,a,0.5462383634
contamination,n,0.5465970427
systemic,a,0.546643887
uproot,v,0.546677044
deforestation,n,0.5467560893
temptation,n,0.5468365582
subtle,a,0.5471447525
alga,n,0.5472426059
unhelpful,a,0.5480082837
mishap,n,0.5480200838
non-payment,n,0.5486093412
plunge,v,0.5486855233
helplessness,n,0.5491687531
forewarn,v,0.5495280065
dissatisfied,a,0.5496794752
intrusion,n,0.5497865197
beaver,n,0.5498615496
startle,v,0.5506267659
spill,v,0.5508778533
joyride,v,0.5512955634
hue,n,0.5516450287
squirrel,n,0.5517701869
radiation,n,0.552053122
bomb,n,0.5523298434
misunderstanding,n,0.5530632703
wicked,a,0.5531618314
unbelievably,r,0.5531941813
indecent,a,0.5535797906
untreated,a,0.5537276914
spiral,v,0.5538585218
dichotomy,n,0.554286441
disappearance,n,0.5548479284
warfare,n,0.5550270911
deteriorate,v,0.5551976056
cloud,n,0.555235018
comical,a,0.5553678565
blockage,n,0.5553784556
childish,a,0.5553850544
immerse,v,0.5554155009
anti-democratic,a,0.5556398741
icing,n,0.555662695
irresponsibility,n,0.5556852563
havoc,n,0.5556896879
unhealthy,a,0.5559581357
clandestine,a,0.5560150985
cliff,n,0.5560514311
stagnation,n,0.5561211128
harmful,a,0.5561783392
picket,n,0.5562086402
incinerator,n,0.5562506947
ill-informed,a,0.5563550093
industrialization,n,0.5565847041
inundate,v,0.5571253196
aloud,r,0.5575841413
bullying,n,0.5577519803
unseemly,a,0.5578516217
unaware,a,0.5584150098
linger,v,0.5584942633
anger,v,0.558638557
sensitize,v,0.5587514364
warming,n,0.5587927318
hurricane,n,0.5588423053
stigma,n,0.559279306
generational,a,0.5593265186
drain,n,0.5594096699
depict,v,0.5597942079
tricky,a,0.5607901336
overspending,n,0.560911602
steep,a,0.5609738525
stricken,a,0.5610100897
reaction,n,0.5610984557
death,n,0.5611113912
wander,v,0.5612111011
sensational,a,0.561288998
pundit,n,0.5617934873
weather,n,0.5619268557
carcinogen,n,0.5619849234
propagate,v,0.5623163609
befall,v,0.562779558
dangerously,r,0.5639189847
ghetto,n,0.5647299174
overt,a,0.5647577838
homophobic,a,0.5647891925
ecology,n,0.5649836331
rear,v,0.5650548647
fatigue,n,0.5650756555
emotionally,r,0.5652499142
sour,a,0.565286348
intrigue,v,0.5653250428
impoverishment,n,0.5654457057
outrage,v,0.5655964742
terribly,r,0.5659786251
immature,a,0.5659843234
negligence,n,0.5661010975
detrimentally,r,0.5672287947
protracted,a,0.5678239939
unsure,a,0.5680851594
unjustifiable,a,0.5681860709
addictive,a,0.5684658751
skyrocket,v,0.5688902542
disarray,n,0.568895796
lock-out,n,0.569122236
stormy,a,0.5695172624
parochial,a,0.570064305
damaging,a,0.5701518082
preoccupy,v,0.570152824
ix,n,0.5702531942
illiterate,a,0.5706666331
gamble,n,0.5708935021
communicable,a,0.5713348328
hemp,n,0.5714093676
dilemma,n,0.5715187728
paralyze,v,0.5715719954
suffering,n,0.572210007
ailment,n,0.5723868609
stalemate,n,0.5724076445
toxicity,n,0.5724454845
biota,n,0.5726051822
absenteeism,n,0.5727567568
unjustified,a,0.5728006543
deep-seated,a,0.5728161935
disservice,n,0.5728798228
invasive,a,0.572885538
cherry,n,0.5728898171
face,v,0.5730861081
shortsighted,a,0.5733039992
illiteracy,n,0.5733389052
veritable,a,0.5734998315
ill-equipped,a,0.5741895134
microcosm,n,0.5744242186
budworm,n,0.5748273927
heighten,v,0.5751820661
casualty,n,0.5754594715
dangerous,a,0.5754770934
disenfranchise,v,0.5755426012
racism,n,0.5755516595
frustrating,a,0.5756970376
famine,n,0.576021852
headache,n,0.5761059116
justifiably,r,0.5766460014
revolt,n,0.5771277621
extinct,a,0.5773992833
horde,n,0.5774065394
groan,v,0.5774159846
illness,n,0.5775181902
pneumonia,n,0.5784883135
wee,n,0.5786435165
jam,n,0.5787108659
migrate,v,0.578741201
nightmare,n,0.5787470678
separatism,n,0.5788103481
hunger,n,0.5789024967
insecure,a,0.5790569588
fan,v,0.5795126357
affect,n,0.5796897545
unsustainable,a,0.5800190969
protest,v,0.5804542968
kangaroo,n,0.5806586898
pinch,n,0.5809167598
mussel,n,0.581159424
mysterious,a,0.5814885241
fascism,n,0.5818156573
tragically,r,0.5818906827
incident,n,0.5821147918
arson,n,0.5822929898
downloading,n,0.5825357859
sedition,n,0.5826611302
it-and,a,0.5827161372
volatile,a,0.5827800535
drug-related,a,0.5828318047
decry,v,0.5830327729
nationalism,n,0.5834467933
riot,n,0.5834511512
anti-social,a,0.5835465782
exposure,n,0.5839035135
precarious,a,0.5840978985
irrelevance,n,0.5842673927
embroil,v,0.5847141244
